ID,iphone,samsunggalaxy,sonyxperia,nokialumina,htcphone,galaxysentiment
2934,0,0,0,0,0,1
2935,0,0,0,0,0,1
2936,1,1,0,0,0,3
2937,1,0,0,0,0,3
2938,1,0,0,0,0,4
2939,0,0,0,0,0,1
2940,3,0,0,0,0,4
2941,0,1,0,0,0,1
2942,0,0,0,0,0,1
2943,1,0,0,0,0,4
2944,0,0,0,0,0,1
2945,1,0,0,0,0,4
2946,1,0,0,0,0,4
2947,1,0,0,0,0,3
2948,1,0,0,0,0,4
2949,1,0,0,0,0,4
2950,0,0,0,0,0,1
2951,1,0,0,0,0,3
2952,1,0,0,0,0,4
2953,1,0,0,0,0,4
2954,0,0,0,0,0,1
2955,0,0,0,0,0,1
2956,0,0,0,0,0,1
2957,1,0,0,0,0,4
2958,3,0,0,0,0,4
2959,1,0,0,0,0,4
2960,1,0,0,0,0,4
2961,1,0,0,0,0,4
2962,1,1,0,0,0,3
2963,0,1,0,0,0,1
2964,0,0,0,0,0,1
2965,1,0,0,0,0,4
2966,0,0,0,0,0,1
2967,1,0,0,0,0,4
2968,1,0,0,0,0,4
2969,1,0,0,0,0,4
2970,0,0,0,0,0,1
2971,1,0,0,0,0,4
2972,0,0,0,0,0,2
2973,1,0,0,0,0,4
2974,0,0,1,1,0,1
2975,13,15,9,0,9,4
2976,0,2,0,0,0,1
2977,1,0,0,0,0,4
2978,2,2,0,0,0,3
2979,0,1,0,0,0,1
2980,13,15,9,0,9,4
2981,1,0,0,0,0,4
2982,1,0,0,0,0,4
2983,1,0,0,0,0,3
2984,1,0,0,0,0,4
2985,0,0,0,0,0,1
2986,0,0,0,0,0,1
2987,1,0,0,0,0,4
2988,1,0,0,0,0,4
2989,1,0,0,0,0,4
2990,0,0,0,0,0,2
2991,1,0,0,0,0,4
2992,1,0,0,0,0,4
2993,0,0,0,0,0,1
2994,0,0,0,0,0,1
2995,0,0,0,0,0,1
2996,0,0,0,0,0,1
2997,0,0,0,0,0,1
2998,0,0,0,0,0,1
2999,0,0,0,0,0,1
3000,0,0,0,0,0,1
3001,0,0,0,0,0,1
3002,0,0,0,0,0,1
3003,0,0,0,0,0,1
3004,0,0,0,0,0,1
3005,0,0,0,0,0,1
3006,0,0,0,0,0,1
3007,0,0,0,0,0,1
3008,0,0,0,0,0,1
3009,0,0,0,0,0,1
3010,0,0,0,0,0,1
3011,0,0,0,0,0,1
3012,0,0,0,0,0,1
3013,0,0,0,0,0,1
3014,0,0,0,0,0,1
3015,0,0,0,0,0,1
3016,0,0,0,0,0,1
3017,0,0,0,0,0,1
3018,0,0,0,0,0,1
3019,0,0,0,0,0,1
3020,0,0,0,0,0,1
3021,0,0,0,0,0,1
3022,1,0,0,0,0,3
3023,0,0,0,0,0,1
3024,1,0,0,0,0,4
3025,1,0,0,0,0,4
3026,2,2,0,0,0,3
3027,1,0,0,0,0,4
3028,0,2,0,0,0,1
3029,1,0,0,0,0,4
3030,1,0,0,0,0,4
3031,1,0,0,0,0,4
3032,1,0,0,0,0,4
3033,1,0,0,0,0,4
3034,1,0,0,0,0,4
3035,1,0,0,0,0,3
3036,1,0,0,0,0,4
3037,2,0,0,0,0,4
3038,1,0,0,0,0,4
3039,1,1,0,0,0,3
3040,0,0,0,0,0,2
3041,1,0,0,0,0,4
3042,1,0,0,0,0,4
3043,0,0,0,0,0,1
3044,1,0,0,0,0,4
3045,1,0,0,0,0,4
3046,1,0,0,0,0,4
3047,0,0,0,0,0,1
3048,2,0,0,0,0,3
3049,1,0,0,0,0,4
3050,17,0,0,0,0,4
3051,1,0,0,0,0,4
3052,1,0,0,0,0,4
3053,1,0,0,0,0,3
3054,1,0,0,0,0,4
3055,1,0,0,0,0,4
3056,1,0,0,0,1,4
3057,1,0,0,0,0,4
3058,1,0,0,0,0,4
3059,1,0,0,0,0,4
3060,0,0,0,0,0,2
3061,1,0,0,0,0,4
3062,2,2,0,0,0,3
3063,1,0,0,0,0,4
3064,3,0,0,0,0,4
3065,1,0,0,0,0,4
3066,0,0,0,0,0,2
3067,1,0,0,0,0,4
3068,1,0,0,0,0,4
3069,17,0,0,0,0,4
3070,1,0,0,0,0,4
3071,1,0,0,0,0,4
3072,1,0,0,0,0,4
3073,3,0,0,0,0,4
3074,1,1,0,0,0,3
3075,1,0,0,0,0,4
3076,1,0,0,0,0,4
3077,1,0,0,0,0,4
3078,17,0,0,0,0,4
3079,0,0,0,0,0,2
3080,1,0,0,0,0,4
3081,1,1,1,0,1,1
3082,4,0,0,0,0,4
3083,1,0,0,0,0,4
3084,2,0,0,0,0,4
3085,1,0,0,0,0,4
3086,1,0,0,0,0,4
3087,0,0,0,0,0,1
3088,3,0,0,0,0,4
3089,1,0,0,0,0,4
3090,1,0,0,0,0,4
3091,1,0,0,0,0,4
3092,3,0,0,0,0,4
3093,0,0,0,0,0,1
3094,1,0,0,0,0,3
3095,1,0,0,0,0,4
3096,2,0,0,0,0,4
3097,2,0,0,0,0,4
3098,1,0,0,0,0,3
3099,1,0,0,0,0,4
3100,1,0,0,0,0,4
3101,1,0,0,0,0,4
3102,1,0,0,0,0,4
3103,1,0,0,0,0,4
3104,5,0,0,0,0,4
3105,1,0,0,0,1,4
3106,1,0,0,0,0,4
3107,1,0,0,0,0,4
3108,0,0,0,0,0,2
3109,5,0,0,0,1,2
3110,1,0,0,0,0,4
3111,1,0,0,0,0,4
3112,1,0,0,0,1,4
3113,1,0,0,0,0,4
3114,1,0,0,0,0,4
3115,1,0,0,0,0,3
3116,1,0,0,0,0,4
3117,1,0,0,0,0,4
3118,1,0,0,0,0,4
3119,1,0,0,0,0,4
3120,1,0,0,0,0,4
3121,2,0,0,0,0,4
3122,1,0,0,0,0,4
3123,0,0,0,0,0,1
3124,0,0,0,0,0,1
3125,1,0,0,0,0,4
3126,1,0,0,0,0,4
3127,0,0,0,0,0,1
3128,1,0,0,0,0,4
3129,0,0,0,0,0,1
3130,1,0,0,0,0,4
3131,0,0,0,0,0,1
3132,2,0,0,0,0,4
3133,0,0,0,0,0,1
3134,1,0,0,0,0,4
3135,0,1,0,0,0,1
3136,1,0,0,0,0,4
3137,1,0,0,0,0,3
3138,1,0,0,0,0,4
3139,0,0,0,0,0,1
3140,0,0,0,0,0,1
3141,0,0,0,0,0,1
3142,0,0,0,0,0,1
3143,0,0,0,0,0,1
3144,0,0,0,0,0,1
3145,0,0,0,0,0,1
3146,0,0,0,0,0,1
3147,0,0,0,0,0,1
3148,0,0,0,0,0,1
3149,0,0,0,0,0,1
3150,0,0,0,0,0,1
3151,0,0,0,0,0,1
3152,0,0,0,0,0,1
3153,0,0,0,0,0,1
3154,0,0,0,0,0,1
3155,0,0,0,0,0,1
3156,0,0,0,0,0,1
3157,0,0,0,0,0,1
3158,0,0,0,0,0,1
3159,0,0,0,0,0,1
3160,0,0,0,0,0,1
3161,0,0,0,0,0,1
3162,0,0,0,0,0,1
3163,0,0,0,0,0,1
3164,0,0,0,0,0,1
3165,0,0,0,0,0,1
3166,0,0,0,0,0,1
3167,0,0,0,0,0,1
3168,0,0,0,0,0,1
3169,0,0,0,0,0,1
3170,0,0,0,0,0,1
3171,0,0,0,0,0,1
3172,0,0,0,0,0,1
3173,1,0,0,0,0,3
3174,1,0,0,0,0,4
3175,1,0,0,0,0,4
3176,13,15,9,0,9,4
3177,1,0,0,0,0,4
3178,3,0,0,0,0,4
3179,1,1,0,0,0,3
3180,0,0,0,0,0,1
3181,1,0,0,0,0,4
3182,1,0,0,0,0,4
3183,0,0,0,0,0,2
3184,0,0,1,0,0,1
3185,0,0,2,0,0,1
3186,1,0,0,0,0,3
3187,1,0,0,0,0,3
3188,1,0,0,0,0,3
3189,0,0,0,0,0,1
3190,1,0,0,0,0,4
3191,1,0,0,0,0,3
3192,0,0,0,0,0,2
3193,0,0,0,0,0,1
3194,1,0,0,0,0,3
3195,2,0,0,0,0,4
3196,0,0,0,0,0,1
3197,0,0,0,0,0,1
3198,0,2,0,0,0,1
3199,2,0,0,0,0,4
3200,1,0,0,0,1,4
3201,0,0,0,0,0,1
3202,0,0,0,0,0,1
3203,1,0,0,0,0,4
3204,1,0,0,0,1,4
3205,1,0,0,0,0,3
3206,1,0,0,0,0,4
3207,0,0,0,0,1,1
3208,1,0,0,0,0,3
3209,0,0,0,0,0,1
3210,0,0,0,0,0,1
3211,1,0,0,0,0,4
3212,0,0,0,0,0,1
3213,5,0,0,0,1,2
3214,0,0,0,0,0,1
3215,1,1,1,0,1,1
3216,1,0,0,0,0,4
3217,1,0,0,0,0,4
3218,1,0,0,0,1,4
3219,1,0,0,0,0,4
3220,1,0,0,0,0,3
3221,1,0,0,0,0,3
3222,1,0,0,0,0,4
3223,1,0,0,0,0,4
3224,1,0,0,0,0,4
3225,1,0,0,0,0,4
3226,1,0,0,0,0,3
3227,0,0,0,0,0,1
3228,3,0,0,0,0,4
3229,0,0,0,0,0,1
3230,1,0,0,0,0,3
3231,0,0,0,0,0,1
3232,1,0,0,0,0,4
3233,1,0,0,0,0,4
3234,1,0,0,0,0,4
3235,1,0,0,0,0,4
3236,1,0,0,0,0,4
3237,0,0,0,0,0,1
3238,1,0,0,0,0,4
3239,2,0,0,0,0,3
3240,0,2,0,0,0,1
3241,1,0,0,0,0,4
3242,1,0,0,0,0,3
3243,1,0,0,0,0,3
3244,1,0,0,0,0,3
3245,0,0,0,0,0,1
3246,0,0,0,0,0,1
3247,0,0,0,0,0,1
3248,0,0,0,0,0,2
3249,0,1,0,0,0,1
3250,0,0,0,0,0,1
3251,1,0,0,0,0,3
3252,1,1,1,0,0,4
3253,3,0,0,0,0,4
3254,1,0,0,0,0,4
3255,0,0,0,0,0,2
3256,1,0,0,0,0,3
3257,1,0,0,0,0,3
3258,1,0,0,0,0,4
3259,1,0,0,0,0,3
3260,0,1,0,0,0,1
3261,0,0,0,0,0,1
3262,1,0,0,0,0,4
3263,1,0,0,0,0,3
3264,1,0,0,0,0,3
3265,0,2,0,0,0,1
3266,3,0,0,0,0,4
3267,1,0,0,0,0,4
3268,1,0,0,0,1,4
3269,1,0,0,0,0,3
3270,1,0,0,0,0,4
3271,2,0,0,0,0,4
3272,0,0,0,0,0,1
3273,2,0,0,0,0,3
3274,1,0,0,0,0,4
3275,0,2,0,0,0,1
3276,1,0,0,0,0,4
3277,1,0,0,0,0,4
3278,1,0,0,0,0,4
3279,0,1,0,0,0,1
3280,1,0,0,0,0,4
3281,2,0,0,0,0,4
3282,1,0,0,0,0,4
3283,1,0,0,0,0,4
3284,1,0,0,0,0,3
3285,1,0,0,0,0,3
3286,1,0,0,0,0,3
3287,0,0,0,0,0,1
3288,0,0,0,0,0,1
3289,0,0,0,0,0,1
3290,0,0,0,0,0,1
3291,0,0,0,0,0,1
3292,0,0,0,0,0,1
3293,0,0,0,0,0,1
3294,0,0,0,0,0,1
3295,0,0,0,0,0,1
3296,0,0,0,0,0,1
3297,0,0,0,0,0,1
3298,0,0,0,0,0,1
3299,0,0,0,0,0,1
3300,0,0,0,0,0,1
3301,0,0,0,0,0,1
3302,0,0,0,0,0,1
3303,0,0,0,0,0,1
3304,0,0,0,0,0,1
3305,0,0,0,0,0,1
3306,0,0,0,0,0,1
3307,0,0,0,0,0,1
3308,0,0,0,0,0,1
3309,0,0,0,0,0,1
3310,0,0,0,0,0,1
3311,0,0,0,0,0,1
3312,0,0,0,0,0,1
3313,1,0,0,0,0,4
3314,1,0,0,0,0,4
3315,2,0,0,0,1,4
3316,0,1,0,0,0,1
3317,6,0,0,0,0,4
3318,1,0,0,0,0,4
3319,2,0,0,0,0,4
3320,1,0,0,0,0,4
3321,0,2,0,0,0,1
3322,1,0,0,0,0,4
3323,1,0,0,0,0,3
3324,0,0,0,0,0,1
3325,1,0,0,0,0,4
3326,1,1,0,0,0,3
3327,0,0,0,0,0,1
3328,0,0,0,0,0,2
3329,0,6,0,0,0,1
3330,1,0,0,0,0,4
3331,2,0,0,0,0,4
3332,1,0,0,0,0,4
3333,1,0,0,0,0,4
3334,0,0,0,0,0,1
3335,1,0,0,0,0,4
3336,1,0,0,0,0,4
3337,1,0,0,0,0,4
3338,1,0,0,0,0,4
3339,1,0,0,0,0,4
3340,1,0,0,0,0,4
3341,1,0,0,0,0,4
3342,2,0,0,0,0,4
3343,0,0,0,0,0,1
3344,1,0,0,0,0,4
3345,1,0,0,0,0,4
3346,1,0,0,0,0,4
3347,0,1,0,0,0,1
3348,1,0,0,0,0,4
3349,1,0,0,0,0,4
3350,1,0,0,0,0,4
3351,1,0,0,0,0,4
3352,1,0,0,0,0,4
3353,1,0,0,0,0,4
3354,1,0,0,0,0,4
3355,1,0,0,0,0,4
3356,2,0,0,0,0,4
3357,1,0,0,0,0,4
3358,1,0,0,0,0,4
3359,0,0,0,0,0,1
3360,3,0,0,0,0,4
3361,1,0,0,0,0,3
3362,1,0,0,0,0,4
3363,1,0,0,0,0,4
3364,2,0,0,0,0,4
3365,1,0,0,0,0,4
3366,1,0,0,0,1,4
3367,0,0,0,0,0,1
3368,1,0,1,0,0,4
3369,1,0,0,0,0,4
3370,0,0,0,0,0,2
3371,1,0,0,0,0,4
3372,1,0,0,0,0,4
3373,1,0,0,0,0,4
3374,0,0,0,0,0,1
3375,0,0,0,0,0,1
3376,3,0,0,0,0,4
3377,1,0,0,0,0,4
3378,1,0,0,0,0,4
3379,1,0,0,0,0,4
3380,1,0,0,0,0,4
3381,0,0,0,0,0,1
3382,1,0,0,0,0,4
3383,1,0,0,0,0,4
3384,1,0,0,0,0,4
3385,1,0,0,0,0,4
3386,0,0,0,0,0,1
3387,0,0,0,0,0,1
3388,3,0,0,0,0,4
3389,0,4,0,0,1,1
3390,1,0,0,0,0,3
3391,1,0,0,0,0,4
3392,3,0,0,0,0,4
3393,1,0,0,0,0,4
3394,0,0,0,0,0,2
3395,0,1,0,0,0,1
3396,3,0,0,0,0,4
3397,1,0,0,0,0,4
3398,1,0,0,0,0,4
3399,2,0,0,0,0,4
3400,1,0,0,0,0,3
3401,0,2,0,0,0,1
3402,0,0,0,0,0,1
3403,1,0,0,0,0,4
3404,1,0,0,0,0,4
3405,1,0,0,0,0,4
3406,2,0,0,0,0,4
3407,1,0,0,0,0,4
3408,0,0,0,0,0,1
3409,1,0,0,0,0,4
3410,2,0,0,0,0,4
3411,1,0,0,0,0,4
3412,0,0,0,0,0,1
3413,0,0,0,0,0,1
3414,1,0,0,0,0,4
3415,3,0,0,0,0,4
3416,0,0,0,0,0,1
3417,1,0,0,0,0,4
3418,1,1,0,0,1,4
3419,1,0,0,0,0,4
3420,1,1,0,0,0,3
3421,1,1,1,0,1,1
3422,1,0,0,0,0,4
3423,1,0,0,0,0,4
3424,1,0,0,0,0,4
3425,17,0,0,0,0,4
3426,1,0,0,0,0,4
3427,0,0,0,0,0,1
3428,0,0,0,0,0,1
3429,0,0,0,0,0,1
3430,0,0,0,0,0,1
3431,0,0,0,0,0,1
3432,0,0,0,0,0,1
3433,0,0,0,0,0,1
3434,0,0,0,0,0,1
3435,0,0,0,0,0,1
3436,0,0,0,0,0,1
3437,0,0,0,0,0,1
3438,0,0,0,0,0,1
3439,0,0,0,0,0,1
3440,0,0,0,0,0,1
3441,0,0,0,0,0,1
3442,0,0,0,0,0,1
3443,0,0,0,0,0,1
3444,0,0,0,0,0,1
3445,0,0,0,0,0,1
3446,0,0,0,0,0,1
3447,0,0,0,0,0,1
3448,0,0,0,0,0,1
3449,0,0,0,0,0,1
3450,0,0,0,0,0,1
3451,0,0,0,0,0,1
3452,0,0,0,0,0,1
3453,0,0,0,0,0,1
3454,3,0,0,0,0,4
3455,1,0,0,0,0,4
3456,1,0,0,0,0,4
3457,1,0,0,0,0,4
3458,1,0,0,0,0,4
3459,1,0,0,0,0,3
3460,1,0,0,0,0,4
3461,0,0,0,0,0,1
3462,1,0,0,0,0,4
3463,1,0,0,0,0,4
3464,1,0,0,0,0,4
3465,1,0,0,0,0,4
3466,1,0,0,0,0,4
3467,1,1,0,0,0,3
3468,1,0,0,0,0,4
3469,1,0,0,0,0,4
3470,1,1,0,0,0,3
3471,1,0,0,0,0,4
3472,0,0,0,0,0,1
3473,1,0,0,0,0,4
3474,0,0,0,0,0,1
3475,1,0,0,0,0,4
3476,0,2,0,0,0,1
3477,1,0,0,0,0,4
3478,0,0,0,0,1,1
3479,1,0,0,0,0,4
3480,1,0,0,0,0,4
3481,1,0,0,0,0,3
3482,1,0,0,0,0,4
3483,2,0,0,0,0,4
3484,1,0,0,0,0,4
3485,0,0,0,0,0,1
3486,1,0,0,0,0,4
3487,3,0,0,0,0,4
3488,1,0,0,0,0,4
3489,1,0,0,0,1,4
3490,0,0,0,0,0,1
3491,0,0,0,0,0,1
3492,1,0,0,0,0,4
3493,1,0,0,0,0,4
3494,0,0,0,0,0,1
3495,1,0,0,0,0,4
3496,2,0,0,0,0,4
3497,1,0,0,0,0,4
3498,3,0,0,0,0,4
3499,1,0,1,0,0,4
3500,0,0,0,0,0,1
3501,1,0,0,0,0,4
3502,1,0,0,0,0,4
3503,1,0,0,0,0,4
3504,1,0,0,0,0,4
3505,1,0,0,0,0,4
3506,1,0,0,0,0,4
3507,1,0,0,0,0,4
3508,0,1,0,0,0,1
3509,0,0,0,0,0,1
3510,1,0,0,0,1,4
3511,2,0,0,0,0,4
3512,0,0,0,0,0,1
3513,1,0,0,0,0,4
3514,2,0,0,0,0,4
3515,1,0,0,0,0,4
3516,0,0,0,0,0,2
3517,1,0,0,0,0,4
3518,1,0,0,0,0,4
3519,1,0,0,0,0,4
3520,1,0,0,0,0,4
3521,1,0,0,0,0,4
3522,0,0,0,0,0,1
3523,0,0,0,0,0,2
3524,1,0,0,0,0,4
3525,1,0,0,0,0,4
3526,1,0,0,0,0,4
3527,1,1,0,0,0,3
3528,1,0,0,0,0,4
3529,0,0,0,0,0,1
3530,1,0,0,0,0,4
3531,2,0,0,0,0,4
3532,2,0,0,0,0,4
3533,1,0,0,0,0,4
3534,1,0,0,0,0,3
3535,0,0,0,0,0,1
3536,0,0,0,0,0,1
3537,0,0,0,0,0,2
3538,0,0,0,0,0,1
3539,1,0,2,0,0,4
3540,2,0,0,0,0,4
3541,1,0,0,0,0,4
3542,1,0,0,0,0,4
3543,1,0,0,0,0,4
3544,1,0,0,0,0,4
3545,1,0,0,0,0,4
3546,1,0,0,0,0,4
3547,1,0,0,0,0,3
3548,0,0,0,0,0,1
3549,0,0,0,0,0,1
3550,0,0,0,0,0,1
3551,0,0,0,0,0,1
3552,0,0,0,0,0,1
3553,0,0,0,0,0,1
3554,0,0,0,0,0,1
3555,0,0,0,0,0,1
3556,0,0,0,0,0,1
3557,0,0,0,0,0,1
3558,0,0,0,0,0,1
3559,0,0,0,0,0,1
3560,0,0,0,0,0,1
3561,0,0,0,0,0,1
3562,0,0,0,0,0,1
3563,0,0,0,0,0,1
3564,0,0,0,0,0,1
3565,0,0,0,0,0,1
3566,0,0,0,0,0,1
3567,0,0,0,0,0,1
3568,0,0,0,0,0,1
3569,0,0,0,0,0,1
3570,0,0,0,0,0,1
3571,0,0,0,0,0,1
3572,0,0,0,0,0,1
3573,0,0,0,0,0,1
3574,0,0,0,0,0,1
3575,0,0,0,0,0,1
3576,0,0,0,0,0,1
3577,0,0,0,0,0,1
3578,0,0,0,0,0,1
3579,0,0,0,0,0,1
3580,1,0,0,0,0,4
3581,0,0,0,0,0,1
3582,1,0,0,0,0,3
3583,1,0,0,0,0,4
3584,0,0,0,0,0,1
3585,1,0,0,0,0,4
3586,0,1,0,0,0,1
3587,1,0,0,0,0,4
3588,0,1,0,0,0,1
3589,1,0,0,0,0,4
3590,0,0,0,0,0,1
3591,0,1,0,0,0,1
3592,0,0,0,0,0,1
3593,1,0,0,0,0,4
3594,1,0,0,0,0,3
3595,0,1,0,0,0,1
3596,1,0,0,0,0,4
3597,1,0,0,0,0,4
3598,1,0,0,0,0,4
3599,0,0,0,0,0,1
3600,0,1,0,0,0,1
3601,1,0,0,0,0,4
3602,0,0,0,0,0,1
3603,0,0,0,0,0,1
3604,1,0,0,0,0,4
3605,0,0,0,0,0,1
3606,1,0,0,0,0,4
3607,1,0,0,0,0,4
3608,0,0,0,0,0,1
3609,1,0,0,0,0,4
3610,0,1,0,0,0,1
3611,1,0,0,0,0,4
3612,0,0,0,0,0,1
3613,5,0,0,0,1,2
3614,0,0,0,0,0,1
3615,0,0,0,0,0,1
3616,0,0,0,0,0,1
3617,1,0,0,0,0,4
3618,1,0,0,0,0,3
3619,1,0,0,0,0,4
3620,3,0,0,0,0,4
3621,0,2,0,0,0,1
3622,1,0,0,0,0,4
3623,1,0,0,0,0,4
3624,3,0,0,0,0,4
3625,1,0,0,0,0,4
3626,0,0,0,0,0,1
3627,0,0,0,0,0,1
3628,0,0,0,0,0,1
3629,1,0,0,0,0,4
3630,1,0,0,0,0,4
3631,0,0,0,0,0,1
3632,0,0,0,0,0,1
3633,0,0,0,0,0,2
3634,0,0,0,0,0,1
3635,1,0,0,0,0,4
3636,1,0,0,0,0,4
3637,0,2,1,0,0,1
3638,0,0,0,0,0,1
3639,0,1,0,0,0,1
3640,0,0,0,0,0,1
3641,0,0,0,0,0,1
3642,4,0,0,0,0,4
3643,0,0,0,0,0,1
3644,1,0,0,0,0,4
3645,0,0,0,0,0,1
3646,1,0,0,0,0,4
3647,1,0,0,0,0,4
3648,17,0,0,0,0,4
3649,1,0,0,0,0,4
3650,1,0,0,0,0,4
3651,1,0,0,0,0,4
3652,0,1,0,0,0,1
3653,1,0,0,0,0,4
3654,0,0,0,0,0,1
3655,1,0,0,0,0,4
3656,0,0,0,0,0,1
3657,1,0,0,0,0,4
3658,1,0,0,0,0,4
3659,1,0,0,0,0,4
3660,0,0,0,0,0,1
3661,1,0,0,0,0,3
3662,0,1,0,0,0,1
3663,1,0,0,0,0,4
3664,0,0,1,0,1,1
3665,1,0,0,0,1,4
3666,1,0,0,0,0,4
3667,3,0,0,0,0,4
3668,2,0,0,0,0,4
3669,1,0,0,0,0,4
3670,1,0,0,0,1,4
3671,1,0,0,0,0,4
3672,0,0,0,0,0,1
3673,1,0,0,0,0,4
3674,0,0,0,0,0,1
3675,0,0,0,0,0,1
3676,1,0,0,0,0,3
3677,0,0,0,0,0,1
3678,0,0,0,0,0,1
3679,1,0,0,0,0,4
3680,1,0,0,0,0,4
3681,1,0,0,0,0,4
3682,1,0,0,0,0,4
3683,1,0,0,0,0,4
3684,1,0,0,0,0,3
3685,1,0,0,0,0,4
3686,1,0,0,0,0,4
3687,0,0,0,0,0,2
3688,0,0,0,0,0,1
3689,1,0,0,0,0,4
3690,1,0,0,0,0,4
3691,0,0,0,0,0,1
3692,1,0,0,0,0,3
3693,1,0,0,0,0,4
3694,0,0,0,0,0,1
3695,0,1,0,0,0,1
3696,1,0,0,0,0,4
3697,2,0,0,0,0,4
3698,1,0,0,0,0,3
3699,1,0,0,0,0,4
3700,2,0,0,0,0,4
3701,0,0,0,0,0,1
3702,1,0,0,0,0,4
3703,5,0,0,0,1,2
3704,0,0,0,0,0,1
3705,0,0,0,0,0,1
3706,0,0,0,0,0,1
3707,0,0,0,0,0,1
3708,0,0,0,0,0,1
3709,0,0,0,0,0,1
3710,0,0,0,0,0,1
3711,0,0,0,0,0,1
3712,0,0,0,0,0,1
3713,0,0,0,0,0,1
3714,0,0,0,0,0,1
3715,0,0,0,0,0,1
3716,0,0,0,0,0,1
3717,0,0,0,0,0,1
3718,0,0,0,0,0,1
3719,0,0,0,0,0,1
3720,0,0,0,0,0,1
3721,0,0,0,0,0,1
3722,0,0,0,0,0,1
3723,0,0,0,0,0,1
3724,0,0,0,0,0,1
3725,0,0,0,0,0,1
3726,0,0,0,0,0,1
3727,1,0,0,0,0,4
3728,0,0,0,0,0,1
3729,1,2,2,0,2,4
3730,9,0,0,0,0,4
3731,1,0,0,0,0,4
3732,4,0,0,0,0,4
3733,1,0,0,0,0,4
3734,2,2,0,0,0,3
3735,1,0,0,0,1,4
3736,1,0,0,0,0,4
3737,1,0,0,0,0,4
3738,1,0,0,0,0,4
3739,0,0,0,0,0,1
3740,1,2,2,0,2,4
3741,0,0,0,0,0,1
3742,1,0,0,0,0,4
3743,1,0,0,0,0,3
3744,1,0,0,0,0,4
3745,1,0,0,0,0,3
3746,0,0,0,0,0,1
3747,1,0,0,0,0,4
3748,0,0,0,0,0,2
3749,3,0,0,0,0,4
3750,0,0,0,0,0,1
3751,0,0,0,0,0,1
3752,1,0,0,0,0,4
3753,1,0,0,0,0,3
3754,0,0,0,0,0,1
3755,1,0,0,0,1,4
3756,1,0,0,0,0,4
3757,1,0,0,0,0,3
3758,0,0,0,0,0,1
3759,0,2,0,0,0,1
3760,1,0,0,0,0,3
3761,2,0,0,0,0,4
3762,1,0,0,0,0,4
3763,1,0,0,0,0,3
3764,1,0,0,0,1,4
3765,1,0,0,0,0,4
3766,1,0,0,0,0,4
3767,0,0,0,0,0,1
3768,1,1,0,0,0,3
3769,1,0,0,0,0,4
3770,1,0,0,0,0,4
3771,0,0,0,0,0,1
3772,1,0,0,0,0,4
3773,0,0,0,0,0,1
3774,0,0,0,0,0,2
3775,1,0,0,0,0,4
3776,0,0,0,0,0,1
3777,1,0,0,0,0,4
3778,1,0,0,0,0,4
3779,7,1,0,0,0,3
3780,0,0,0,0,0,1
3781,3,0,0,0,0,4
3782,1,0,0,0,0,4
3783,1,0,0,0,0,4
3784,1,0,0,0,0,4
3785,3,0,0,0,0,4
3786,1,0,0,0,0,4
3787,1,0,0,0,0,4
3788,1,0,0,0,0,4
3789,1,0,0,0,0,4
3790,1,0,0,0,0,4
3791,1,0,0,0,0,4
3792,1,0,0,0,0,4
3793,8,0,0,0,0,1
3794,1,0,0,0,0,4
3795,0,1,0,0,0,1
3796,0,0,0,0,0,1
3797,1,0,0,0,0,4
3798,1,0,0,0,0,4
3799,2,0,0,0,0,4
3800,1,0,0,0,0,4
3801,2,0,0,0,0,4
3802,1,0,0,0,0,4
3803,1,0,0,0,0,4
3804,1,0,0,0,0,4
3805,1,0,0,0,0,4
3806,1,0,0,0,0,4
3807,1,0,0,0,0,4
3808,1,0,0,0,0,4
3809,1,0,0,0,0,4
3810,0,0,1,0,0,1
3811,1,0,0,0,0,4
3812,0,1,0,0,0,1
3813,1,0,0,0,0,4
3814,2,2,0,0,0,3
3815,2,0,0,0,0,4
3816,1,0,0,0,0,4
3817,1,0,0,0,0,3
3818,0,2,0,0,0,1
3819,0,0,0,0,0,1
3820,0,0,0,0,0,1
3821,3,0,0,0,0,4
3822,1,0,0,0,0,4
3823,1,0,0,0,0,4
3824,0,2,0,0,0,1
3825,0,0,0,0,0,2
3826,1,0,0,0,0,4
3827,1,0,0,0,0,4
3828,1,0,0,0,0,4
3829,0,0,0,0,0,2
3830,0,0,0,0,0,2
3831,0,0,0,0,0,1
3832,0,0,0,0,0,1
3833,0,0,0,0,0,1
3834,0,0,0,0,0,1
3835,0,0,0,0,0,1
3836,0,0,0,0,0,1
3837,0,0,0,0,0,1
3838,0,0,0,0,0,1
3839,0,0,0,0,0,1
3840,0,0,0,0,0,1
3841,0,0,0,0,0,1
3842,0,0,0,0,0,1
3843,0,0,0,0,0,1
3844,0,0,0,0,0,1
3845,0,0,0,0,0,1
3846,0,0,0,0,0,1
3847,0,0,0,0,0,1
3848,0,0,0,0,0,1
3849,0,0,0,0,0,1
3850,0,0,0,0,0,1
3851,0,0,0,0,0,1
3852,0,0,0,0,0,1
3853,0,0,0,0,0,1
3854,0,0,0,0,1,1
3855,1,0,0,0,0,4
3856,3,0,0,0,0,4
3857,1,0,0,0,0,4
3858,1,0,0,0,0,4
3859,1,1,0,0,0,3
3860,0,0,0,0,0,1
3861,1,0,0,0,0,4
3862,1,0,0,0,0,4
3863,1,0,0,0,0,3
